text,stars,sentiment,film_id
"Neodpustím si srovnání s filmem ""podobného"" ražení, se Snowboarďáky. Podobného v uvozovkách, protože tam, kde Karel Janák exceluje, Ivo Macharáček naprosto propadá. Příšerné dialogy (tvůrci museli pracovat stylem ""říkejte, co vás napadne""..jenže to je u dětských neherců špatně), hrozné obsazení (ústřední trojice by si zasloužila určitě výraznější - a asi i o něco starší - obsazení..a ne takové 3 vidláky) a žádný děj..to je to, co z filmu dělá ubohost.",1,negative,215254
"Francis Ford Coppola přivedl na svět mnoho skvělých snímků, ale svým přepisem románu Maria Puza vytvořil dílo, které patří mezi stěžejní filmy světové kinematografie. Ponechám stranou skvěletypově zvládnuté obsazení hercůi jejich geniálníempatické výkony, ponechám stranou dokonalou filmovou kameru a obrazové ztvárnění odkazující na to nejlepší z tradice italského neorealismu, jak je to je v americkém filmu možné, jakož i skvělou filmovou hudbu a úžasnývypilovaný scénář(zvláště pointa hrůzně očistného prozření Michaelovi manželky skrze otevřené dveře sledující scénu iniciace nového kmotra je dokonalá) a zaměřím se navyznění celého filmu. Jistě, je tomafiánská ságaa přesvědčivě diváka vtáhne do zákonitostí tradičního rodového světa italské diaspory v USA. Čím nám ale podává svědectví o současném životě v Americe a možná i u nás?Konfrontací tradičního rodového zřízení s pevnou ústřední rolí muže, se všemi jeho bariérami sexismu, rasismu, pokryteckého, byť hlubokého křesťanství, skrytého násilí a touhy po moci a penězíchv nás, nevypovídá tento film spíše než o rodině Corleonových o nás samých? Vždyť i my jsme takoví, v kruhu rodinném milí a spořádaní vzorní občané milující své blízké, mimo tyto vazby však je mnohá z našich iniciativ jdoucí proti zájmům celku označována pouze jako NAŠE VĚC ... Cosa Nostra... Kongeniální filmové dílo!",5,positive,1644
"Kariéra Pavla Čamrdyje prvorepublikovou romantickou veselohrou, nikterak výjimečnou. Filmová adaptace románové předlohy Ignáta Herrmanna, jak se to jeví, trpí dýchavičností. Haas je sice, jak je jeho dobrým zvykem, roztomilý a osoby do svých rolí víceméně pasují, přesto je všechno jakoby napadeno disharmonií, vzájemným nesouladem postav i situací, vnitřní vztahy se doplňují strojeně a kostrbatě. Všechny karikující a satirizující tendence jsou tím příliš otupěny, dramatické okamžiky i celkový veseloherní rámec tím ztrácejí svou skutečnou účinnost. Vše vlastně plyne vpřed v jakémsi poklidu, spořádaně, ba dokonce až šlechetně, a z toho svého poklidu se nedostává ani v kritickém okamžiku, vnitřní dění nijaké. Z postav zaujmou: mladý písař na prahu své úřednické kariéry Pavel Čamrda (Vladimír Borský), jeho starší kolega s dobromyslnými sklony a osamělý kancelista Vokoun (Hugo Haas), ctihodný představený císařského úřadu císařský rada Alois Švarc (Adolf Dobrovolný), jeho dospívající dcerka Viktorka (Lída Baarová), štěstí dcerky po svém spřádající radova manželka Eulalie (Helena Monczáková), zkušený úřední sluha Vocápek (Emanuel Hříbal), či výhodný bratranec Eulalie Felix (Alexander Třebovský).Kariéra Pavla Čamrdy: to je kostrbatá zábava. Ignát Herrmann měl v prologu bohužel pravdu, když konstatoval, že na něm bylo spácháno násilí.",2,negative,5351
"Z moderních pohádek, i když je už skoro 30 let  stará, je tato ta nejhezčí. Sympatické postavy, výborné výkony všech herců, leckdy jejich nejlepší, pěkně napsaný scénář, prostě všechno, jak má v pohádkách být.",5,positive,821
"„Noc býva najtemnejšia pred úsvitom.“Ten pocit, keď ťa vo filme odzadu objíma Heath Ledger a o pár rokov neskôr podobným spôsobom ""objíma"" tvoju sestru v Temnom rytierovi. Dávam ""len"" 4*, pretože jednotka sa mi predsa len páčila viac (hoci paradoxneTemný rytierje kvalitnejší a vyladenejší a pojednáva o vážnejších veciach). Sequel je zbytočne dlhý, čo mu umožňuje (načo je to ale dobré?) odvádzať divákovu pozornosť od hlavnej dejovej línie (príbeh dvoch trajektov a pekná, ale neveľmi dôležitá hongkonská odbočka - k danému svedkovi sa určite dalo dostať aj inak, na strane druhej to Batmanovi umožňuje cestovať po celom svete, čo v komiksoch, na rozdiel od filmov, robí bežne). Kým na takéto ""blbosti"" si Nolan našiel čas, na dôležité veci nie. Niektoré kľúčové okamihy ostávajú nedokončené (korupcia v Gordonovom zbore, konce záporných postáv: Maroni, Lau atď.). Akčné scény sú priemerné (sonarová akcia v mrakodrape je natoľko nezrozumiteľná, že som ju poriadne nepochopil ani po troch reprízach, dosť to ale vylepšuje prepad policajnej kolóny). Škrabance na hladkom povrchu vytvára aj veľa čudných náhod (čo by sa stalo, ak by väzeň ovládač hodil tak nešikovne, že by sa mu ho nepodarilo vyhodiť do rieky? Mne by sa to určite stalo!). Nolan sa nebojí likvidovať postavy, aké sa v bežnom hollywoodskom filme nelikvidujú. Faktom je, žeTemný rytierje vynikajúci komiksový veľkofilm s myšlienkou. Nebojí sa polemizovať o dobre, zle a veciach medzi tým. Ponúka sériu kultových scén (ceruzka) a tvrdých hlášok („Prečo si taký vážny?“, „Ten to už asi nerozchodí.“). Strhujúcim vrcholom je mrazivý magor Joker nepredívateľného Heatha Ledgera a jeho desivé monológy, ktorými sa nám pokúša ozrejmiť svoj zrod. V tomto smere sa Nolan inšpiroval kultovýmKameňákom,kde Joker tiež povie o svojom pôvode a následne to spochybní s tým, že možno to celé nakoniec bolo inak. ZKameňákusi Nolan berie inšpiráciu aj čo sa týka komplikovaného vzťahu Batman/Joker. Aj v jeho filme sa obaja muži  navzájom potrebujú, nejedná sa o klasických nepriateľov. OkremKameňákusa Nolan inšpiroval tiež skvelou noirovkouDlhý Halloweenpojednávajúcou nielen o vojne Batmana s mafiou, ale tiež o zrode Two-Facea. Režisér stvoril množstvo pozoruhodných momentov (Joker odchádzajúci z nemocnice, Alfrédove spomienky na vojnu o tom, že niektorí pošukovia nemajú logické motívy, ale proste len chcú vidieť svet v plameňoch). Mimochodom, všimli ste si, že je tu ukrytá minimálne jedna scéna, v ktorej je Joker bez mejkapu? Osobne si myslím, že dve, hoc údajne panuje názor, že ""to"" z reštaurácie nie je Joker, ale normálny vlasatý chlapík na večeri s priateľkou/manželkou/kamarátkou.""Prečo ty môžeš a my nie? Aký je medzi nami rozdiel?"" - ""Ja nepoužívam hokejové chrániče.""Kino Považan NMnV 2008",4,positive,223734
"Tak se mě tuhle někdo ptal, jestli jsem viděl Crash Road a kolik jsem tomu dal. Řekl jsem, že hvězdu. Za co, proboha? Za scény s nevěstou Lucií Pernetovou. Na Agátu nejsem nijak alergický, nechytám se za hlavu při každé zmínce o ní a ani kopřivku nedostávám, ale tohle se nepovedlo. Vážně ne. Chtěl jsem ještě přihodit jednu hvězdu za to, že jsem CR vůbec dokoukal.. Ale rozmyslel jsem si to.",1,negative,220058
"Neměl by být oficiální distributor politicky nezaujatý? Tady se zdá, že obsah sepisoval zarytý člen chátry dvou sedmiček. Každopádně je nutné si přiznat, že se jedná o poměrně slabý film, i když několik vtipných momentů by se našlo. Nejvíc mě pobavila ta malá Adélka, jak vyhrávala po hospodách a následná scéna s esenbákem, což v mém hodnocení vytáhlo z původně zamýšlené 1 * na slabé 2. Naopak role nové spolužačky toho mladistvého kytaristy mi přišla celkem zbytečná. A už vůbec se mi nelíbilo, že fotr od rodiny dělal nádeníka jakémusi papaláši s vilou, bazénem a saunou. Škoda že Učíková nedostala šanci ve více filmech, dle mého zde hrála velmi dobře. Že by rodiče po listopadu dostatečně nepoklonkovali havlérce?35%",2,negative,5390
"Děsně slabých 2*, ty žraloci byly příšerný sice bylo pěkný že se většinou jednalo o opravdové, ale to jejich otvírání huby kde pak slyšíme zpomalený zvuk tygra je fakt uděsnej. Jinak se jedná o klasický scénář Nu image.",2,negative,142848
"Jedinečný snímek, který jsem poprvé viděl už někdy v polovině 90. let, jako mladý švarný junák a který mi pak dlouho unikal. Ovšem po letech mě o to víc oslovil, i když přiznávám, že velkou měrou z nostalgie. Když však David Lynch vstoupí na půdu sci-fi, nemůže to dopadnout zle. Po Sloním muži asi jediná Lynchovka, která se dá nějakým normálním způsobem uchopit a při které si divák nepřipadá, jako totální idiot. Krásný film, na který však musí být lynchovská nálada.",4,positive,6250
"Úchylárna od A až po Z. Lynchova pulpově dekadentní ""romanticko""-thrillerová road movie se hemží ujetými (permanentně nadržená Laura Dern) a ještě ujetějšími postavami (zubatý Bobby Peru je jedna z nezapomenutelných rolí Willema Dafoe) a šílenými scénami (maminka s rtěnkou, Dafoeovo ""Fuck me..."", odkazy naČaroděje ze země Ozatd.). Občas mistr navodí i svou typickou hororově-mysteriózní atmosféru a celé to uzavře parádním ""happyendem"". Stylová zvrhlá zábava, ovšem asi jen pro (skalní) režisérovy fanoušky. ""Normální"" diváci tuhle brutální černohumornou jízdu, v níž je možné takřka vše, budou asi jen těžko rozdýchávat. 85 %",4,positive,6261
"Dalo se na to dívat, nesouhlasím s hodnocením většiny.Žádný propracovaný scénář tam nebyl, žádní známí herci, prostě moc jednoduché.Přesto to beru zase z té strany, že sem se nenudil, pořád akce.Mé bídné hodnocení vychází na 32%.",2,negative,10780
"Jedna hvězdička za konec. Scénář katastrofa, jednovýrazoví herci katastrofa, scény v podobě roztrhaných prostěradel? Au...",1,negative,240590
"Po zhlédnutí konce Vás tenhle film určitě dostane. Život a jeho obětování pro druhé. Clint Eastwood umí dělat poctivé filmy a hlavně napěťové. Bezchybná režie a skvěle zakomponovaný příběh jsou tím, co Clint dokázal pozvednout k dokonalosti. To, že na malém trávníku vybudoval tak silný příběh, charakter plný naštvanosti a odměřenosti, nenucené vedlejší postavy, dělá z tohoto muže žijící legendu. Gran Torino nemá jen sexy název a silného řidiče za volantem, brilantní konec, ale hlavně duši, kterou všemu Eastwood vdechl.. Veterán postupně odkryje i tu část duše, kterou skrývá již od války.( Hodnocení: 10/10 )",5,positive,240479
"Nevím, co mám psát. Tenhle film je opět zvrhlost, ale tak geniální a v určitých scénách tak neodolatelně kýčovitá, prostě bomba. O hercích je škoda mluvit, jen bych se zmínil, že Kyle MacLachlan je hodně nedoceněný.",4,positive,6247
"Velice dobře vyvážené horrorové drama, které nepokulhává snad v žádném směru. Sice dosti přímočaré, ale v rámci celkového děje skvěle vykreslující povahu a psychické vyšinutí sériového vraha, kterého skvěle zahrál Joe Spinnell. Tvůrci nezasypávají diváka samoúčelně goreefekty, ale pokud k některému dojde, je to řemeslná práce! V závěru filmu se již psychika vraha totálně rozpadá, výborně je však ale vykreslen kontrast, jak decentně a společensky se dokáže chovat, pokud to situace vyžaduje (návštěva fotografky v salónu). Maniak se povedl, je to opravdu výborné, dobře natočené, hutné horrorové dílko ...",4,positive,6237
"Podľa mnohých jednoznačne najlepší diel. To je diskutabilné, pre mňa sú všetky (vrátane podceňovanej štvorky) na zhruba tej istej úrovni, no konfrontácia s otcom určite dodala filmu neopakovateľné čaro, ktoré nemajú ostatné diely. A Alison Doody je úplne dokonalá 30s femme fatale!",5,positive,8641
"Tu to všetko začalo! Slávna vedecko-fantastická sága patriaca neodmysliteľne k zlatému fondu kinematografie. Majstrovsky natočený boj sedemčlennej posádky s mimozemským monštrom je základom filmového vzdelania. Scott, povzbudený úspechom svojho debutu Súperi, sa nezmieril s tým, že má točiť iba Čeľuste vo vesmíre. Otrepanú látku natočil spôsobom, ktorý berie dych aj takmer štyri dekády po svojom uvedení. Strach z neznáma, úžasná architektúra, originálna práca s postavami, ale hlavne neopakovateľná atmosféra, v ktorej nemôžte kričať, pretože by vás aj tak nikto nepočul. Geniálna, nadčasová a strhujúca ukážka žánrového filmu povýšeného na umenie.",5,positive,8265
"Poznámka: Tento film je doslova na prd! 🤔
První scéna je porod jak ho neznáte.
Pak už je jasné, kam film směřuje.
Je to něco nového, co tu ještě nebylo. 😁
Vážně nechápu důvod, proč tohle vytvořili. 🤔
Výkony zde nejsou žádné, kromě těch v břiše.
Film je o ničem. Nemá co nabídnout.
To je vskutku hrozná blbost.
Nejhorší je, že i to prdění vám po chvíli poleze na nervy.
Poznámka: Ta soutěž je unikátní ptákovina. 
Poznámka: Přemýšlím, zda to je vůbec pro děti. 🤔 Pro dospělé to není! 
Nedoporučuji.
Hvězdiček 1",1,negative,10755
"Je to nejhorší Simandlův film? Ne. Má smysl se na to dívat? Ne:-p Spíš mě zaráží existence hned tří různých verzí (česká dabovaná 67 min., německá dabovaná Bathory: Gräfin der Lust 77 min., anglická verze dle IMDb 86 min.), která se nedá vysvětlit různým počtem framů za sekundu nebo sestřihem jedničky a dvojky do jednoho filmu... ale nemám sil, koukat na to znovu...",1,negative,240359
